timestamp,product,buy,sell,quantity,unit,gr_pure,buy_gr,sell_gr,price_diff_gr,sell_gr_premium,product_std
2022-04-04 12:00:48.806400+03:00,3 грама златна монета Китайска панда от 2022,333,450,3,gr,3,111,150,0.3514,0.3589,Китайска панда от 2022, 3 грама
2022-04-04 12:00:48.806400+03:00,20 франка френски Наполеон с Лавров венец,668,710,20,fr,5.805,115.07,122.31,0.0629,0.108,Френски Наполеон с Лавров венец, 20 франка
2022-04-04 12:00:48.806400+03:00,20 франка френски Гениус,668,704,20,fr,5.805,115.07,121.27,0.0539,0.0986,Френски Гениус, 20 франка
2022-04-04 12:00:48.806400+03:00,1/10 унция златна австрийска филхармония,345,398,0.1,oz,3.1103,110.92,127.96,0.1536,0.1592,Австрийска филхармония, 1/10 унция
2022-04-04 12:00:48.806400+03:00,1 унция Кругерранд Южна Африка,3509,3632,1,oz,28.50937,112.82,116.77,0.035,0.1457,Кругерранд Южна Африка, 1 унция
2022-04-04 12:00:48.806400+03:00,1 унция американски орел,3526,3718,1,eagle,28.6708,122.9822677,129.6789765,0.054452638,0.1754,американски орел, 1 унция
2022-04-04 12:00:48.806400+03:00,1 грам златно кюлче Valcambi,112,158,1,gr,1,112,158,0.4107,0.4314,кюлче Valcambi, 1 грам
2022-04-04 12:00:48.806400+03:00,2.5 грама златно кюлче Valcambi,279,367,2.5,gr,2.5,111.6,146.8,0.3154,0.3299,кюлче Valcambi, 2.5 грама
2022-04-04 12:00:48.806400+03:00,10 грама златно кюлче Valcambi,1117,1229,10,gr,10,111.7,122.9,0.1003,0.1134,кюлче Valcambi, 10 грама
2022-04-04 12:00:48.806400+03:00,20 грама златно кюлче Valcambi,2234,2402,20,gr,20,111.7,120.1,0.0752,0.088,кюлче Valcambi, 20 грама
2022-04-04 12:00:48.806400+03:00,100 австрийски корони – Франц Йосиф,3327,3576,100,cor,30.483,109.1428009,117.3112883,0.0748422,,корони – Франц Йосиф, 100 австрийски
2022-04-04 12:00:48.806400+03:00,1 унция златен австралийски лунар година на Заека 2011,3439,4669,1,oz,31.1,110.57,150.11,0.3576,0.3599,Австралийски лунар година на Заека 2011, 1 унция
2022-04-04 12:00:48.806400+03:00,1 унция златен австралийски лунар година на Мишката 2008,3439,5188,1,oz,31.1,110.57,166.8,0.5085,0.5111,Австралийски лунар година на Мишката 2008, 1 унция
2022-04-04 12:00:48.806400+03:00,1 унция златен австралийски лунар година на Прасето 2007,3439,4842,1,oz,31.1,110.57,155.68,0.408,0.4104,Австралийски лунар година на Прасето 2007, 1 унция
2022-04-04 12:00:48.806400+03:00,1 унция златен австралийски лунар година на Маймуната 2004,3439,5361,1,oz,31.1,110.57,172.36,0.5588,0.5615,Австралийски лунар година на Маймуната 2004, 1 унция
2022-04-04 12:00:48.806400+03:00,Суверен Елизабет II Великобритания,805,879,1,sov,7.3188,109.9907089,120.101656,0.091925466,,II Великобритания, Суверен Елизабет
2022-04-04 15:00:37.807775+03:00,1 грам абонаментно златно кюлче Tavex,114,124,1,gr,1,114,124,0.0877,0.1184,абонаментно кюлче Tavex, 1 грам
2022-04-04 15:00:37.807775+03:00,1 унция златнo Австралийско Кенгуру,3530,3627,1,oz,31.1,113.49,116.61,0.0275,0.0518,Австралийско Кенгуру, 1 унция
2022-04-04 15:00:37.807775+03:00,1 унция златна австрийска филхармония,3530,3637,1,oz,31.1,113.49,116.93,0.0303,0.0547,Австрийска филхармония, 1 унция
2022-04-04 15:00:37.807775+03:00,1 унция златен канадски кленов лист,3530,3646,1,oz,31.1,113.49,117.22,0.0329,0.0573,канадски кленов лист, 1 унция
2022-04-04 15:00:37.807775+03:00,1 унция златно кюлче Valcambi,3478,3627,1,oz,31.1,111.82,116.61,0.0428,0.0518,кюлче Valcambi, 1 унция
2022-04-04 15:00:37.807775+03:00,50 грама златно кюлче Valcambi,5591,5814,50,gr,50,111.82,116.28,0.0399,0.0488,кюлче Valcambi, 50 грама
2022-04-04 15:00:37.807775+03:00,100 грама златно кюлче Valcambi,11127,11559,100,gr,100,111.27,115.59,0.0388,0.0426,кюлче Valcambi, 100 грама
2022-04-04 15:00:37.807775+03:00,8 грама златна монета Китайска панда от 2022,890,1042,8,gr,8,111.25,130.25,0.1708,0.1748,Китайска панда от 2022, 8 грама
2022-04-04 15:00:37.807775+03:00,3 грама златна монета Китайска панда от 2022,334,451,3,gr,3,111.33,150.33,0.3503,0.3559,Китайска панда от 2022, 3 грама
2022-04-04 15:00:37.807775+03:00,20 франка френски Наполеон с Лавров венец,669,711,20,fr,5.805,115.25,122.48,0.0627,0.1047,Френски Наполеон с Лавров венец, 20 франка
2022-04-04 15:00:37.807775+03:00,20 франка френски Гениус,669,705,20,fr,5.805,115.25,121.45,0.0538,0.0954,Френски Гениус, 20 франка
2022-04-04 15:00:37.807775+03:00,1/10 унция златна австрийска филхармония,346,398,0.1,oz,3.1103,111.24,127.96,0.1503,0.1541,Австрийска филхармония, 1/10 унция
2022-04-04 15:00:37.807775+03:00,1 унция Кругерранд Южна Африка,3513,3637,1,oz,28.50937,112.95,116.93,0.0352,0.1457,Кругерранд Южна Африка, 1 унция
2022-04-04 15:00:37.807775+03:00,1 унция американски орел,3530,3724,1,eagle,28.6708,123.1217824,129.8882487,0.054957507,0.1754,американски орел, 1 унция
2022-04-04 15:00:37.807775+03:00,1 грам златно кюлче Valcambi,112,159,1,gr,1,112,159,0.4196,0.4341,кюлче Valcambi, 1 грам
2022-04-04 15:00:37.807775+03:00,2.5 грама златно кюлче Valcambi,280,368,2.5,gr,2.5,112,147.2,0.3143,0.3277,кюлче Valcambi, 2.5 грама
2022-04-04 15:00:37.807775+03:00,10 грама златно кюлче Valcambi,1118,1230,10,gr,10,111.8,123,0.1002,0.1094,кюлче Valcambi, 10 грама
2022-04-04 15:00:37.807775+03:00,20 грама златно кюлче Valcambi,2236,2406,20,gr,20,111.8,120.3,0.076,0.0851,кюлче Valcambi, 20 грама
2022-04-04 15:00:37.807775+03:00,100 австрийски корони – Франц Йосиф,3331,3582,100,cor,30.483,109.2740216,117.5081193,0.075352747,,корони – Франц Йосиф, 100 австрийски
2022-04-04 15:00:37.807775+03:00,1 унция златен австралийски лунар година на Заека 2011,3444,4676,1,oz,31.1,110.73,150.34,0.3577,0.356,Австралийски лунар година на Заека 2011, 1 унция
2022-04-04 15:00:37.807775+03:00,1 унция златен австралийски лунар година на Мишката 2008,3444,5195,1,oz,31.1,110.73,167.03,0.5084,0.5065,Австралийски лунар година на Мишката 2008, 1 унция
2022-04-04 15:00:37.807775+03:00,1 унция златен австралийски лунар година на Прасето 2007,3444,4849,1,oz,31.1,110.73,155.9,0.4079,0.4061,Австралийски лунар година на Прасето 2007, 1 унция
2022-04-04 15:00:37.807775+03:00,1 унция златен австралийски лунар година на Маймуната 2004,3444,5369,1,oz,31.1,110.73,172.62,0.5589,0.557,Австралийски лунар година на Маймуната 2004, 1 унция
2022-04-04 15:00:37.807775+03:00,Суверен Елизабет II Великобритания,806,880,1,sov,7.3188,110.1273433,120.2382904,0.091811414,,II Великобритания, Суверен Елизабет
2022-04-04 18:00:42.334823+03:00,1 грам абонаментно златно кюлче Tavex,115,125,1,gr,1,115,125,0.087,0.1241,абонаментно кюлче Tavex, 1 грам
2022-04-04 18:00:42.334823+03:00,1 унция златнo Австралийско Кенгуру,3549,3645,1,oz,31.1,114.1,117.19,0.0271,0.0538,Австралийско Кенгуру, 1 унция
2022-04-04 18:00:42.334823+03:00,1 унция златна австрийска филхармония,3549,3656,1,oz,31.1,114.1,117.54,0.0301,0.057,Австрийска филхармония, 1 унция
2022-04-04 18:00:42.334823+03:00,1 унция златен канадски кленов лист,3549,3664,1,oz,31.1,114.1,117.8,0.0324,0.0593,канадски кленов лист, 1 унция
2022-04-04 18:00:42.334823+03:00,1 унция златно кюлче Valcambi,3497,3645,1,oz,31.1,112.43,117.19,0.0423,0.0538,кюлче Valcambi, 1 унция
2022-04-04 18:00:42.334823+03:00,50 грама златно кюлче Valcambi,5622,5844,50,gr,50,112.44,116.88,0.0395,0.0511,кюлче Valcambi, 50 грама
2022-04-04 18:00:42.334823+03:00,100 грама златно кюлче Valcambi,11187,11619,100,gr,100,111.87,116.19,0.0386,0.0449,кюлче Valcambi, 100 грама
2022-04-04 18:00:42.334823+03:00,8 грама златна монета Китайска панда от 2022,895,1047,8,gr,8,111.88,130.88,0.1698,0.177,Китайска панда от 2022, 8 грама
2022-04-04 18:00:42.334823+03:00,20 франка френски Наполеон с Лавров венец,673,715,20,fr,5.805,115.93,123.17,0.0625,0.1076,Френски Наполеон с Лавров венец, 20 франка
2022-04-04 18:00:42.334823+03:00,20 франка френски Гениус,673,708,20,fr,5.805,115.93,121.96,0.052,0.0967,Френски Гениус, 20 франка
2022-04-04 18:00:42.334823+03:00,1/10 унция златна австрийска филхармония,348,400,0.1,oz,3.1103,111.89,128.6,0.1493,0.1565,Австрийска филхармония, 1/10 унция
2022-04-04 18:00:42.334823+03:00,1 унция Кругерранд Южна Африка,3532,3656,1,oz,28.50937,113.56,117.54,0.035,0.1457,Кругерранд Южна Африка, 1 унция
2022-04-04 18:00:42.334823+03:00,1 унция американски орел,3549,3743,1,eagle,28.6708,123.7844776,130.5509438,0.054663285,0.1754,американски орел, 1 унция
2022-04-04 18:00:42.334823+03:00,1 грам златно кюлче Valcambi,112,159,1,gr,1,112,159,0.4196,0.4298,кюлче Valcambi, 1 грам
2022-04-04 18:00:42.334823+03:00,2.5 грама златно кюлче Valcambi,281,370,2.5,gr,2.5,112.4,148,0.3167,0.3309,кюлче Valcambi, 2.5 грама
2022-04-04 18:00:42.334823+03:00,10 грама златно кюлче Valcambi,1124,1237,10,gr,10,112.4,123.7,0.1005,0.1124,кюлче Valcambi, 10 грама
2022-04-04 18:00:42.334823+03:00,20 грама златно кюлче Valcambi,2248,2418,20,gr,20,112.4,120.9,0.0756,0.0872,кюлче Valcambi, 20 грама
2022-04-04 18:00:42.334823+03:00,100 австрийски корони – Франц Йосиф,3349,3601,100,cor,30.483,109.8645146,118.1314175,0.075246342,,корони – Франц Йосиф, 100 австрийски
2022-04-04 18:00:42.334823+03:00,1 унция златен австралийски лунар година на Заека 2011,3462,4701,1,oz,31.1,111.31,151.14,0.3578,0.3591,Австралийски лунар година на Заека 2011, 1 унция
2022-04-04 18:00:42.334823+03:00,1 унция златен австралийски лунар година на Мишката 2008,3462,5223,1,oz,31.1,111.31,167.93,0.5087,0.5101,Австралийски лунар година на Мишката 2008, 1 унция
2022-04-04 18:00:42.334823+03:00,1 унция златен австралийски лунар година на Прасето 2007,3462,4874,1,oz,31.1,111.31,156.71,0.4079,0.4092,Австралийски лунар година на Прасето 2007, 1 унция
2022-04-04 18:00:42.334823+03:00,1 унция златен австралийски лунар година на Маймуната 2004,3462,5396,1,oz,31.1,111.31,173.49,0.5586,0.5601,Австралийски лунар година на Маймуната 2004, 1 унция
2022-04-04 18:00:42.334823+03:00,Суверен Елизабет II Великобритания,810,885,1,sov,7.3188,110.673881,120.9214625,0.092592593,,II Великобритания, Суверен Елизабет
2022-04-04 21:00:41.784738+03:00,1 грам абонаментно златно кюлче Tavex,115,125,1,gr,1,115,125,0.087,0.1271,абонаментно кюлче Tavex, 1 грам
2022-04-04 21:00:41.784738+03:00,1 унция златнo Австралийско Кенгуру,3543,3639,1,oz,31.1,113.91,117,0.0271,0.055,Австралийско Кенгуру, 1 унция
2022-04-04 21:00:41.784738+03:00,1 унция златна австрийска филхармония,3543,3649,1,oz,31.1,113.91,117.32,0.0299,0.0578,Австрийска филхармония, 1 унция
2022-04-04 21:00:41.784738+03:00,1 унция златен канадски кленов лист,3543,3657,1,oz,31.1,113.91,117.58,0.0322,0.0602,канадски кленов лист, 1 унция
2022-04-04 21:00:41.784738+03:00,1 унция златно кюлче Valcambi,3492,3639,1,oz,31.1,112.27,117,0.0421,0.055,кюлче Valcambi, 1 унция
2022-04-04 21:00:41.784738+03:00,50 грама златно кюлче Valcambi,5612,5833,50,gr,50,112.24,116.66,0.0394,0.0519,кюлче Valcambi, 50 грама
2022-04-04 21:00:41.784738+03:00,100 грама златно кюлче Valcambi,11169,11598,100,gr,100,111.69,115.98,0.0384,0.0458,кюлче Valcambi, 100 грама
2022-04-04 21:00:41.784738+03:00,8 грама златна монета Китайска панда от 2022,894,1045,8,gr,8,111.75,130.62,0.1689,0.1778,Китайска панда от 2022, 8 грама
2022-04-04 21:00:41.784738+03:00,20 франка френски Наполеон с Лавров венец,672,714,20,fr,5.805,115.76,123,0.0625,0.1091,Френски Наполеон с Лавров венец, 20 франка
2022-04-04 21:00:41.784738+03:00,20 франка френски Гениус,672,707,20,fr,5.805,115.76,121.79,0.0521,0.0982,Френски Гениус, 20 франка
2022-04-04 21:00:41.784738+03:00,1/10 унция златна австрийска филхармония,347,400,0.1,oz,3.1103,111.56,128.6,0.1527,0.1596,Австрийска филхармония, 1/10 унция
2022-04-04 21:00:41.784738+03:00,1 унция Кругерранд Южна Африка,3526,3649,1,oz,28.50937,113.37,117.32,0.0348,0.1457,Кругерранд Южна Африка, 1 унция
2022-04-04 21:00:41.784738+03:00,1 унция американски орел,3543,3736,1,eagle,28.6708,123.5752054,130.306793,0.05447361,0.1754,американски орел, 1 унция
2022-04-04 21:00:41.784738+03:00,1 грам златно кюлче Valcambi,112,159,1,gr,1,112,159,0.4196,0.4337,кюлче Valcambi, 1 грам
2022-04-04 21:00:41.784738+03:00,2.5 грама златно кюлче Valcambi,281,369,2.5,gr,2.5,112.4,147.6,0.3132,0.3309,кюлче Valcambi, 2.5 грама
2022-04-04 21:00:41.784738+03:00,10 грама златно кюлче Valcambi,1122,1234,10,gr,10,112.2,123.4,0.0998,0.1127,кюлче Valcambi, 10 грама
2022-04-04 21:00:41.784738+03:00,20 грама златно кюлче Valcambi,2245,2414,20,gr,20,112.25,120.7,0.0753,0.0883,кюлче Valcambi, 20 грама
2022-04-04 21:00:41.784738+03:00,100 австрийски корони – Франц Йосиф,3344,3594,100,cor,30.483,109.7004888,117.9017813,0.074760766,,корони – Франц Йосиф, 100 австрийски
2022-04-04 21:00:41.784738+03:00,1 унция златен австралийски лунар година на Заека 2011,3456,4691,1,oz,31.1,111.11,150.82,0.3574,0.3599,Австралийски лунар година на Заека 2011, 1 унция
2022-04-04 21:00:41.784738+03:00,1 унция златен австралийски лунар година на Мишката 2008,3456,5213,1,oz,31.1,111.11,167.6,0.5084,0.5112,Австралийски лунар година на Мишката 2008, 1 унция
2022-04-04 21:00:41.784738+03:00,1 унция златен австралийски лунар година на Прасето 2007,3456,4865,1,oz,31.1,111.11,156.42,0.4078,0.4104,Австралийски лунар година на Прасето 2007, 1 унция
2022-04-04 21:00:41.784738+03:00,1 унция златен австралийски лунар година на Маймуната 2004,3456,5386,1,oz,31.1,111.11,173.17,0.5585,0.5614,Австралийски лунар година на Маймуната 2004, 1 унция
2022-04-04 21:00:41.784738+03:00,Суверен Елизабет II Великобритания,809,883,1,sov,7.3188,110.5372465,120.6481937,0.091470952,,II Великобритания, Суверен Елизабет
2022-04-05 00:00:36.163410+03:00,1 грам абонаментно златно кюлче Tavex,115,125,1,gr,1,115,125,0.087,0.125,абонаментно кюлче Tavex, 1 грам
2022-04-05 00:00:36.163410+03:00,1 унция златнo Австралийско Кенгуру,3549,3645,1,oz,31.1,114.1,117.19,0.0271,0.0547,Австралийско Кенгуру, 1 унция
2022-04-05 00:00:36.163410+03:00,1 унция златна австрийска филхармония,3549,3656,1,oz,31.1,114.1,117.54,0.0301,0.0579,Австрийска филхармония, 1 унция
2022-04-05 00:00:36.163410+03:00,1 унция златен канадски кленов лист,3549,3664,1,oz,31.1,114.1,117.8,0.0324,0.0602,канадски кленов лист, 1 унция
2022-04-05 00:00:36.163410+03:00,1 унция златно кюлче Valcambi,3497,3645,1,oz,31.1,112.43,117.19,0.0423,0.0547,кюлче Valcambi, 1 унция
2022-04-05 00:00:36.163410+03:00,50 грама златно кюлче Valcambi,5621,5844,50,gr,50,112.42,116.88,0.0397,0.0519,кюлче Valcambi, 50 грама
2022-04-05 00:00:36.163410+03:00,100 грама златно кюлче Valcambi,11186,11620,100,gr,100,111.86,116.2,0.0388,0.0458,кюлче Valcambi, 100 грама
2022-04-05 00:00:36.163410+03:00,8 грама златна монета Китайска панда от 2022,895,1047,8,gr,8,111.88,130.88,0.1698,0.1779,Китайска панда от 2022, 8 грама
2022-04-05 00:00:36.163410+03:00,20 франка френски Наполеон с Лавров венец,673,715,20,fr,5.805,115.93,123.17,0.0625,0.1085,Френски Наполеон с Лавров венец, 20 франка
2022-04-05 00:00:36.163410+03:00,20 франка френски Гениус,673,708,20,fr,5.805,115.93,121.96,0.052,0.0976,Френски Гениус, 20 франка
2022-04-05 00:00:36.163410+03:00,1/10 унция златна австрийска филхармония,347,400,0.1,oz,3.1103,111.56,128.6,0.1527,0.1574,Австрийска филхармония, 1/10 унция
2022-04-05 00:00:36.163410+03:00,1 унция Кругерранд Южна Африка,3531,3656,1,oz,28.50937,113.53,117.54,0.0353,0.1457,Кругерранд Южна Африка, 1 унция
2022-04-05 00:00:36.163410+03:00,1 унция американски орел,3549,3743,1,eagle,28.6708,123.7844776,130.5509438,0.054663285,0.1754,американски орел, 1 унция
2022-04-05 00:00:36.163410+03:00,1 грам златно кюлче Valcambi,112,159,1,gr,1,112,159,0.4196,0.431,кюлче Valcambi, 1 грам
2022-04-05 00:00:36.163410+03:00,2.5 грама златно кюлче Valcambi,281,370,2.5,gr,2.5,112.4,148,0.3167,0.332,кюлче Valcambi, 2.5 грама
2022-04-05 00:00:36.163410+03:00,10 грама златно кюлче Valcambi,1124,1237,10,gr,10,112.4,123.7,0.1005,0.1133,кюлче Valcambi, 10 грама
2022-04-05 00:00:36.163410+03:00,20 грама златно кюлче Valcambi,2248,2418,20,gr,20,112.4,120.9,0.0756,0.0881,кюлче Valcambi, 20 грама
2022-04-05 00:00:36.163410+03:00,100 австрийски корони – Франц Йосиф,3349,3601,100,cor,30.483,109.8645146,118.1314175,0.075246342,,корони – Франц Йосиф, 100 австрийски
2022-04-05 00:00:36.163410+03:00,1 унция златен австралийски лунар година на Заека 2011,3462,4701,1,oz,31.1,111.31,151.14,0.3578,0.3603,Австралийски лунар година на Заека 2011, 1 унция
2022-04-05 00:00:36.163410+03:00,1 унция златен австралийски лунар година на Мишката 2008,3462,5223,1,oz,31.1,111.31,167.93,0.5087,0.5114,Австралийски лунар година на Мишката 2008, 1 унция
2022-04-05 00:00:36.163410+03:00,1 унция златен австралийски лунар година на Прасето 2007,3462,4874,1,oz,31.1,111.31,156.71,0.4079,0.4104,Австралийски лунар година на Прасето 2007, 1 унция
2022-04-05 00:00:36.163410+03:00,1 унция златен австралийски лунар година на Маймуната 2004,3462,5396,1,oz,31.1,111.31,173.49,0.5586,0.5614,Австралийски лунар година на Маймуната 2004, 1 унция
2022-04-05 00:00:36.163410+03:00,Суверен Елизабет II Великобритания,810,885,1,sov,7.3188,110.673881,120.9214625,0.092592593,,II Великобритания, Суверен Елизабет
2022-04-05 03:00:52.443815+03:00,1 грам абонаментно златно кюлче Tavex,115,125,1,gr,1,115,125,0.087,0.1257,абонаментно кюлче Tavex, 1 грам
2022-04-05 03:00:52.443815+03:00,1 унция златнo Австралийско Кенгуру,3545,3641,1,oz,31.1,113.98,117.06,0.027,0.0542,Австралийско Кенгуру, 1 унция
2022-04-05 03:00:52.443815+03:00,1 унция златна австрийска филхармония,3545,3652,1,oz,31.1,113.98,117.42,0.0302,0.0574,Австрийска филхармония, 1 унция
2022-04-05 03:00:52.443815+03:00,1 унция златен канадски кленов лист,3545,3660,1,oz,31.1,113.98,117.67,0.0324,0.0597,канадски кленов лист, 1 унция
2022-04-05 03:00:52.443815+03:00,1 унция златно кюлче Valcambi,3493,3641,1,oz,31.1,112.3,117.06,0.0424,0.0542,кюлче Valcambi, 1 унция
2022-04-05 03:00:52.443815+03:00,50 грама златно кюлче Valcambi,5615,5837,50,gr,50,112.3,116.74,0.0395,0.0513,кюлче Valcambi, 50 грама
2022-04-05 03:00:52.443815+03:00,100 грама златно кюлче Valcambi,11174,11607,100,gr,100,111.74,116.07,0.0388,0.0453,кюлче Valcambi, 100 грама
2022-04-05 03:00:52.443815+03:00,8 грама златна монета Китайска панда от 2022,894,1046,8,gr,8,111.75,130.75,0.17,0.1775,Китайска панда от 2022, 8 грама
2022-04-05 03:00:52.443815+03:00,20 франка френски Наполеон с Лавров венец,672,714,20,fr,5.805,115.76,123,0.0625,0.1077,Френски Наполеон с Лавров венец, 20 франка
2022-04-05 03:00:52.443815+03:00,20 франка френски Гениус,672,708,20,fr,5.805,115.76,121.96,0.0536,0.0983,Френски Гениус, 20 франка
2022-04-05 03:00:52.443815+03:00,1/10 унция златна австрийска филхармония,347,400,0.1,oz,3.1103,111.56,128.6,0.1527,0.1581,Австрийска филхармония, 1/10 унция
2022-04-05 03:00:52.443815+03:00,1 унция Кругерранд Южна Африка,3528,3652,1,oz,28.50937,113.43,117.42,0.0352,0.1457,Кругерранд Южна Африка, 1 унция
2022-04-05 03:00:52.443815+03:00,1 унция американски орел,3545,3739,1,eagle,28.6708,123.6449628,130.411429,0.054724965,0.1754,американски орел, 1 унция
2022-04-05 03:00:52.443815+03:00,1 грам златно кюлче Valcambi,112,159,1,gr,1,112,159,0.4196,0.4319,кюлче Valcambi, 1 грам
2022-04-05 03:00:52.443815+03:00,2.5 грама златно кюлче Valcambi,281,369,2.5,gr,2.5,112.4,147.6,0.3132,0.3292,кюлче Valcambi, 2.5 грама
2022-04-05 03:00:52.443815+03:00,10 грама златно кюлче Valcambi,1123,1235,10,gr,10,112.3,123.5,0.0997,0.1122,кюлче Valcambi, 10 грама
2022-04-05 03:00:52.443815+03:00,20 грама златно кюлче Valcambi,2246,2415,20,gr,20,112.3,120.75,0.0752,0.0874,кюлче Valcambi, 20 грама
2022-04-05 03:00:52.443815+03:00,100 австрийски корони – Франц Йосиф,3345,3597,100,cor,30.483,109.733294,118.0001968,0.075336323,,корони – Франц Йосиф, 100 австрийски
2022-04-05 03:00:52.443815+03:00,1 унция златен австралийски лунар година на Заека 2011,3458,4695,1,oz,31.1,111.18,150.95,0.3577,0.3594,Австралийски лунар година на Заека 2011, 1 унция
2022-04-05 03:00:52.443815+03:00,1 унция златен австралийски лунар година на Мишката 2008,3458,5217,1,oz,31.1,111.18,167.73,0.5086,0.5105,Австралийски лунар година на Мишката 2008, 1 унция
2022-04-05 03:00:52.443815+03:00,1 унция златен австралийски лунар година на Прасето 2007,3458,4869,1,oz,31.1,111.18,156.54,0.408,0.4097,Австралийски лунар година на Прасето 2007, 1 унция
2022-04-05 03:00:52.443815+03:00,1 унция златен австралийски лунар година на Маймуната 2004,3458,5391,1,oz,31.1,111.18,173.33,0.559,0.5609,Австралийски лунар година на Маймуната 2004, 1 унция
2022-04-05 03:00:52.443815+03:00,Суверен Елизабет II Великобритания,809,884,1,sov,7.3188,110.5372465,120.7848281,0.092707046,,II Великобритания, Суверен Елизабет
2022-04-05 06:00:40.437299+03:00,1 грам абонаментно златно кюлче Tavex,115,125,1,gr,1,115,125,0.087,0.1279,абонаментно кюлче Tavex, 1 грам
2022-04-05 06:00:40.437299+03:00,1 унция златнo Австралийско Кенгуру,3541,3637,1,oz,31.1,113.85,116.93,0.0271,0.055,Австралийско Кенгуру, 1 унция
2022-04-05 06:00:40.437299+03:00,1 унция златна австрийска филхармония,3541,3648,1,oz,31.1,113.85,117.29,0.0302,0.0583,Австрийска филхармония, 1 унция
2022-04-05 06:00:40.437299+03:00,1 унция златен канадски кленов лист,3541,3656,1,oz,31.1,113.85,117.54,0.0324,0.0605,канадски кленов лист, 1 унция
2022-04-05 06:00:40.437299+03:00,1 унция златно кюлче Valcambi,3490,3637,1,oz,31.1,112.21,116.93,0.0421,0.055,кюлче Valcambi, 1 унция
2022-04-05 06:00:40.437299+03:00,50 грама златно кюлче Valcambi,5610,5831,50,gr,50,112.2,116.62,0.0394,0.0522,кюлче Valcambi, 50 грама
2022-04-05 06:00:40.437299+03:00,100 грама златно кюлче Valcambi,11163,11595,100,gr,100,111.63,115.95,0.0387,0.0462,кюлче Valcambi, 100 грама
2022-04-05 06:00:40.437299+03:00,8 грама златна монета Китайска панда от 2022,893,1045,8,gr,8,111.62,130.62,0.1702,0.1786,Китайска панда от 2022, 8 грама
2022-04-05 06:00:40.437299+03:00,20 франка френски Наполеон с Лавров венец,671,713,20,fr,5.805,115.59,122.83,0.0626,0.1083,Френски Наполеон с Лавров венец, 20 франка
2022-04-05 06:00:40.437299+03:00,20 франка френски Гениус,671,707,20,fr,5.805,115.59,121.79,0.0536,0.0989,Френски Гениус, 20 франка
2022-04-05 06:00:40.437299+03:00,1/10 унция златна австрийска филхармония,347,400,0.1,oz,3.1103,111.56,128.6,0.1527,0.1603,Австрийска филхармония, 1/10 унция
2022-04-05 06:00:40.437299+03:00,1 унция Кругерранд Южна Африка,3524,3648,1,oz,28.50937,113.3,117.29,0.0352,0.1457,Кругерранд Южна Африка, 1 унция
2022-04-05 06:00:40.437299+03:00,1 унция американски орел,3541,3735,1,eagle,28.6708,123.5054481,130.2719143,0.054786783,0.1754,американски орел, 1 унция
2022-04-05 06:00:40.437299+03:00,1 грам златно кюлче Valcambi,112,159,1,gr,1,112,159,0.4196,0.4346,кюлче Valcambi, 1 грам
2022-04-05 06:00:40.437299+03:00,2.5 грама златно кюлче Valcambi,281,369,2.5,gr,2.5,112.4,147.6,0.3132,0.3318,кюлче Valcambi, 2.5 грама
2022-04-05 06:00:40.437299+03:00,10 грама златно кюлче Valcambi,1122,1234,10,gr,10,112.2,123.4,0.0998,0.1134,кюлче Valcambi, 10 грама
2022-04-05 06:00:40.437299+03:00,20 грама златно кюлче Valcambi,2243,2413,20,gr,20,112.15,120.65,0.0758,0.0886,кюлче Valcambi, 20 грама
2022-04-05 06:00:40.437299+03:00,100 австрийски корони – Франц Йосиф,3342,3593,100,cor,30.483,109.6348785,117.8689762,0.075104728,,корони – Франц Йосиф, 100 австрийски
2022-04-05 06:00:40.437299+03:00,1 унция златен австралийски лунар година на Заека 2011,3454,4690,1,oz,31.1,111.05,150.79,0.3579,0.3606,Австралийски лунар година на Заека 2011, 1 унция
2022-04-05 06:00:40.437299+03:00,1 унция златен австралийски лунар година на Мишката 2008,3454,5212,1,oz,31.1,111.05,167.57,0.509,0.512,Австралийски лунар година на Мишката 2008, 1 унция
2022-04-05 06:00:40.437299+03:00,1 унция златен австралийски лунар година на Прасето 2007,3454,4864,1,oz,31.1,111.05,156.38,0.4082,0.411,Австралийски лунар година на Прасето 2007, 1 унция
2022-04-05 06:00:40.437299+03:00,1 унция златен австралийски лунар година на Маймуната 2004,3454,5385,1,oz,31.1,111.05,173.13,0.559,0.5621,Австралийски лунар година на Маймуната 2004, 1 унция
2022-04-05 06:00:40.437299+03:00,Суверен Елизабет II Великобритания,808,883,1,sov,7.3188,110.4006121,120.6481937,0.092821782,,II Великобритания, Суверен Елизабет
2022-04-05 12:00:45.722499+03:00,1 грам абонаментно златно кюлче Tavex,115,125,1,gr,1,115,125,0.087,0.126,абонаментно кюлче Tavex, 1 грам
2022-04-05 12:00:45.722499+03:00,1 унция златнo Австралийско Кенгуру,3546,3641,1,oz,31.1,114.01,117.06,0.0268,0.0545,Австралийско Кенгуру, 1 унция
2022-04-05 12:00:45.722499+03:00,1 унция златна австрийска филхармония,3546,3652,1,oz,31.1,114.01,117.42,0.0299,0.0577,Австрийска филхармония, 1 унция
2022-04-05 12:00:45.722499+03:00,1 унция златен канадски кленов лист,3546,3660,1,oz,31.1,114.01,117.67,0.0321,0.06,канадски кленов лист, 1 унция
